"","id","age","gender","training_condition","outcome","money_won","time_elapsed","strategy","know_ug","ug_strategy"
"1","id0001",57,"female","training_self",2,0.1,519958,"no","Question not asked","Question not asked"
"2","id0002",62,"male","training_others",3,0.15,601404,"no i did not have any strategies.","Question not asked","Question not asked"
"3","id0003",34,"Male","control",6,0.3,693951,"I was greedy and wanted the amounts that would be greater for me.","Question not asked","Question not asked"
"4","id0005",29,"Female","control",0,0,284928,"I wanted to chose the most fair offers (as close to 50/50)","Question not asked","Question not asked"
"5","id0006",30,"Male","training_self",5,0.25,410332,"Always accept the offer, because I want a bonus.","Question not asked","Question not asked"
"6","id0007",36,"Male","training_self",0,0,546985,"if I take the amount then I want to have a meaningful amount, atleast 4 out of 10.","Question not asked","Question not asked"
"7","id0008",58,"MALE","training_others",0,0,651634,"F and J","Question not asked","Question not asked"
"8","id0009",44,"male","training_others",5,0.25,429070,"I ignored the AI training, assuming AI would eventually learn to maximize its share regardless of my answer.  Thus I took something over nothing.  ","Question not asked","Question not asked"
"9","id0010",41,"female","training_others",4,0.2,427975,"If the amount for me was $2 or greater I typically accepted the offer.","Question not asked","Question not asked"
"10","id0011",37,"Female","training_self",6,0.3,458871,"As long as what i got was 3 or more i accepted","Question not asked","Question not asked"
"11","id0012",53,"Female","training_self",0,0,446911,"$4 was my minimum","Question not asked","Question not asked"
"12","id0013",62,"male","training_self",0,0,422101,"accept offer of $3 or higher","Question not asked","Question not asked"
"13","id0014",55,"Female","training_others",5,0.25,611395,"I only planned to reject offers of $0. I had nothing to lose.","Question not asked","Question not asked"
"14","id0015",48,"Female","control",4,0.2,379798,"I just choose mostly accept except for the $1 or $2 one.  I might have done have rejected a $3 but usually just the smaller amounts","Question not asked","Question not asked"
"15","id0016",29,"male","training_others",6,0.3,546965,"anything that was in favor of the opponent was rejected, except for the ""ai"" responses that were 6/4. and obviously i accepted the ones that gave me more than the opponent","Question not asked","Question not asked"
"16","id0017",29,"Female","training_others",0,0,382651,"I wanted to train the AI to reject unfair proposals.","Question not asked","Question not asked"
"17","id0018",75,"female","training_others",0,0,563821,"equal or at least 2/3 of total","Question not asked","Question not asked"
"18","id0019",52,"male","training_others",5,0.25,482339,"As long as I gained anything, I accepted the offer.","Question not asked","Question not asked"
"19","id0020",59,"male","training_others",0,0,469785,"no","Question not asked","Question not asked"
"20","id0022",54,"male","control",4,0.2,426047,"If I only got 1 dollar, I definitely rejected the offer and mostly rejected if I only got 2","Question not asked","Question not asked"
"21","id0023",30,"Male","training_self",5,0.25,610339,"I accepted all offers. The alternative to not accepting the offer is to receive no money.","Question not asked","Question not asked"
"22","id0024",39,"female","control",0,0,306399,"I rejected anything that netted me less than $4.","Question not asked","Question not asked"
"23","id0025",63,"female","training_self",0,0,667187,"Yes, as long as I got $4  or higher I accepted the offer.","Question not asked","Question not asked"
"24","id0026",30,"Female","control",3,0.15,352985,"I just tried to choose the offer that seemed like a more fair split.","Question not asked","Question not asked"
"25","id0027",29,"Female","training_others",4,0.2,433776,"I tried not to accept any offers for me below $5","Question not asked","Question not asked"
"26","id0028",33,"female","training_others",6,0.3,485044,"rejected AI offer if AI chose to keep more than give","Question not asked","Question not asked"
"27","id0029",51,"female","training_self",6,0.3,717654,"Taking offers <40% payout ","Question not asked","Question not asked"
"28","id0030",38,"Male","training_self",4,0.2,397066,"Anything above 30% was deemed acceptable to accept","Question not asked","Question not asked"
"29","id0031",37,"Male","control",5,0.25,371074,"I tried to reject almost all offers that weren't fair for me. But I did accept $4 for me since it was close to even.","Question not asked","Question not asked"
"30","id0032",36,"male","training_self",0,0,414116,"I wanted to receive and accept offers in which I would receive at least $3.00","Question not asked","Question not asked"
"31","id0033",47,"female","training_self",0,0,481157,"none","Question not asked","Question not asked"
"32","id0034",41,"Female","control",0,0,321643,"Equality between the participants.","Question not asked","Question not asked"
"33","id0035",31,"male","control",0,0,254523,"Only fair offers and above for me","Question not asked","Question not asked"
"34","id0036",35,"Male","training_others",6,0.3,542881,"Just trying to go fair but sometimes in deals and offers it's not fair. Sometimes you got to say no, but like, 4 to me 6 to them alright. A couple of those i hit the wrong button but on the whole let 's attempt to get close to 50/50","Question not asked","Question not asked"
"35","id0037",29,"female","training_others",6,0.3,407900,"4-6 out of 10 was fair but I was ready to accept 2 out of 10.","Question not asked","Question not asked"
"36","id0038",61,"Male","training_self",0,0,591380,"I accepted any offer that was equal or benefited me more. My goal was to train the AI to be more giving rather than greedy. Or at least to be fair. It was worth it to me to risk not getting a bonus.","Question not asked","Question not asked"
"37","id0039",27,"Male","training_others",6,0.3,352603,"I accepted offers that seemed fair.","Question not asked","Question not asked"
"38","id0040",55,"male","training_others",6,0.3,421311,"I wanted to train AI to get as close to 50/50 split as I could","Question not asked","Question not asked"
"39","id0041",29,"Female","training_self",0,0,541377,"If it was less than 4 given to me I'd decline. ","Question not asked","Question not asked"
"40","id0042",30,"Female","training_others",6,0.3,491923,"Think long term and trust your gut","Question not asked","Question not asked"
"41","id0043",53,"male","training_others",2,0.1,654995,"the only offer I would not accept is the 9:1.  I felt like I was going to come out with something on every other offer but the 1$ offer was set as the limit.","Question not asked","Question not asked"
"42","id0044",57,"Male","training_others",5,0.25,485812,"Reject if offer was below $3","Question not asked","Question not asked"
"43","id0045",27,"female","training_others",3,0.15,393892,"no","Question not asked","Question not asked"
"44","id0046",59,"Female","control",5,0.25,457929,"I accepted any offer of $3 or more, regardless of who was offering.","Question not asked","Question not asked"
"45","id0047",49,"Female","control",2,0.1,376535,"I just wasn't going to accept $1","Question not asked","Question not asked"
"46","id0048",71,"male","control",0,0,445938,"If the amounts were one half or better I accepted the offers","Question not asked","Question not asked"
"47","id0049",29,"Female","control",2,0.1,473118,"I accepted them all because anything is better than a rejection of nothing","Question not asked","Question not asked"
"48","id0050",62,"Female","training_others",5,0.25,538159,"Yes, I chose which would give me the most.","Question not asked","Question not asked"
"49","id0051",30,"Female","training_others",0,0,703764,"I tried to accdept ones that we equal or where I came in with more money","Question not asked","Question not asked"
