"","id","age","gender","training_condition","outcome","money_won","time_elapsed","strategy","know_ug","ug_strategy"
"1","id0001",25,"male","Proposer",0,0,455698,"fairness","Question not asked","Question not asked"
"2","id0002",70,"male","None",3,0.15,385883,"prefer 30%","Question not asked","Question not asked"
"3","id0003",43,"Female","Proposer",0,0,359214,"I just accepted what I felt like was fair","Question not asked","Question not asked"
"4","id0004",60,"female","None",6,0.3,395543,"I wanted to get at least $3. ","Question not asked","Question not asked"
"5","id0005",39,"Male","None",0,0,384992,"I was willing to accept 40% or more of the total funds, but no less. If I'm not going to get much in return, no one will win anything.","Question not asked","Question not asked"
"6","id0006",34,"female","None",2,0.1,307111,"No","Question not asked","Question not asked"
"7","id0007",19,"Female","Proposer",3,0.15,301886,"No","Question not asked","Question not asked"
"8","id0008",23,"Male","None",5,0.25,293292,"I accept when i get $5 or up","Question not asked","Question not asked"
"9","id0009",20,"male","Proposer",0,0,326068,"If its not even or benefits me then reject","Question not asked","Question not asked"
"10","id0010",25,"female","Proposer",3,0.15,336326,"After the third proposal, I realized that any money is better than no money for both myself and the participant/AI, rather than just rejecting and getting nothing at all.","Question not asked","Question not asked"
"11","id0011",47,"female","None",1,0.05,367807,"I pretty much chose to keep all the offers so I wouldn't be left with zero. However, towards the end if the human took 9 and gave me one I decided to reject since it wasn't a huge amount for me to lose and I didn't want them earning anything since they were being greedy.","Question not asked","Question not asked"
"12","id0012",28,"male","None",0,0,302287,"no","Question not asked","Question not asked"
"13","id0013",49,"male","None",2,0.1,321790,"None","Question not asked","Question not asked"
"14","id0014",35,"female","Proposer",3,0.15,628974,"I tried to keep it at receiving $4 and above but it didn't work all the time","Question not asked","Question not asked"
"15","id0015",52,"female","None",5,0.25,337651,"yes, if it was too low of an amount given to me, I rejected it","Question not asked","Question not asked"
"16","id0016",21,"Male","None",1,0.05,309915,"might as well take the monkey, something is better than nothing, also no reason to sabotage others","Question not asked","Question not asked"
"17","id0017",27,"Female","None",4,0.2,298861,"I accepted every offer because I wanted us both to earn money, since rejecting would end up with us both earning nothing.","Question not asked","Question not asked"
"18","id0018",26,"Male","None",3,0.15,555672,"My only strategy was accepting anything that offered me money, I would have rejected if I was offered nothing and it was the AI bot.","Question not asked","Question not asked"
"19","id0019",27,"Male","None",0,0,434391,"I would reject if the money was too low and accept if it was even (or higher).","Question not asked","Question not asked"
"20","id0020",23,"male","None",6,0.3,336745,"The max I was willing the other person to have was $6. Anymore than that, I rejected.","Question not asked","Question not asked"
"21","id0021",21,"male","None",0,0,255552,"no","Question not asked","Question not asked"
"22","id0022",40,"Male","Proposer",6,0.3,311281,"Not really, I tried to go with deals that were fair-ish.","Question not asked","Question not asked"
"23","id0023",51,"female","None",0,0,475865,"I just looked at the amounts and tried to determine if it was fair","Question not asked","Question not asked"
"24","id0024",40,"Female","None",0,0,362018,"If I got less than $4 I rejected it because that is less than half of the amount they were allocated and not sharing at least almost half was not fair","Question not asked","Question not asked"
"25","id0025",25,"demiboy","None",0,0,304461,"if i only got 1 or 2 dollars then i felt offended by the low offer and rejected out of principle, simple","Question not asked","Question not asked"
"26","id0026",38,"FEMALE","Proposer",3,0.15,336163,"Tried to stick w 3 or higher in most cases. ","Question not asked","Question not asked"
"27","id0027",38,"female","None",0,0,265807,"i was looking for fairness","Question not asked","Question not asked"
